"행정구역(시군구)별","성별","국적(지역)별","항목","단위","2022 년","2021 년","2020 년","2019 년",
"경기도","여자","조지아","지역, 국적 및 성별 등록외국인 현황[명]","명","4","4","1","1",
"경기도","여자","팔레스타인","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","코스타리카","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","1","3",
"경기도","여자","슬로바크","지역, 국적 및 성별 등록외국인 현황[명]","명","6","8","8","5",
"경기도","여자","미등록국가","지역, 국적 및 성별 등록외국인 현황[명]","명","3","8","","5",
"경기도","여자","세르비아","지역, 국적 및 성별 등록외국인 현황[명]","명","3","3","2","2",
"경기도","여자","토고","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","3","4",
"경기도","여자","부르키나파소","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","0","1",
"경기도","여자","온두라스","지역, 국적 및 성별 등록외국인 현황[명]","명","7","3","5","5",
"경기도","여자","자메이카","지역, 국적 및 성별 등록외국인 현황[명]","명","2","0","0","1",
"경기도","여자","영국외지민","지역, 국적 및 성별 등록외국인 현황[명]","명","14","8","8","7",
"경기도","여자","라트비아","지역, 국적 및 성별 등록외국인 현황[명]","명","5","6","4","2",
"경기도","여자","몰도바","지역, 국적 및 성별 등록외국인 현황[명]","명","9","8","5","8",
"경기도","여자","쿠바","지역, 국적 및 성별 등록외국인 현황[명]","명","7","5","0","1",
"경기도","여자","슬로베니아","지역, 국적 및 성별 등록외국인 현황[명]","명","2","0","0","0",
"경기도","여자","레바논","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","2","3",
"경기도","여자","에스토니아","지역, 국적 및 성별 등록외국인 현황[명]","명","3","8","2","1",
"경기도","여자","카타르","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"경기도","여자","아이티","지역, 국적 및 성별 등록외국인 현황[명]","명","26","5","5","3",
"경기도","여자","마다가스카르","지역, 국적 및 성별 등록외국인 현황[명]","명","3","5","2","4",
"경기도","여자","부탄","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","1",
"경기도","여자","베냉","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","니카라과","지역, 국적 및 성별 등록외국인 현황[명]","명","5","4","2","2",
"경기도","여자","오만","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"경기도","여자","우루과이","지역, 국적 및 성별 등록외국인 현황[명]","명","4","4","4","3",
"경기도","여자","콩고","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","4",
"경기도","여자","국제연합","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","0",
"경기도","여자","말라위","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","알바니아","지역, 국적 및 성별 등록외국인 현황[명]","명","3","1","1","1",
"경기도","여자","보츠와나","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"경기도","여자","모리셔스","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","3","7",
"경기도","여자","트리니다드토바고","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","2","3",
"경기도","여자","키리바시","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","0","0",
"경기도","여자","바레인","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"경기도","여자","기니비사우","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","소말리아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","2","0",
"경기도","여자","키프로스","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"경기도","여자","룩셈부르크","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","2","0",
"경기도","여자","남수단공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","차드","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","에스와티니","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","2","2",
"경기도","여자","에리트레아","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","2","2",
"경기도","여자","아이슬란드","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","보스니아-헤르체고비나","지역, 국적 및 성별 등록외국인 현황[명]","명","3","1","0","0",
"경기도","여자","세인트크리스토퍼네비스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","모리타니","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","솔로몬군도","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","2",
"경기도","여자","북마케도니아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","1","1",
"경기도","여자","중앙아프리카공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","몰타","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","적도기니","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","바하마","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","몬테네그로","지역, 국적 및 성별 등록외국인 현황[명]","명","3","0","0","0",
"경기도","여자","코소보","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","바누아투","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","레소토","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"경기도","여자","니제르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","몰디브","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","팔라우","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","파푸아뉴기니","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","2",
"경기도","여자","코모로","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"경기도","여자","벨리즈","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","도미니카연방","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","나미비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","그레나다","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","0",
"경기도","여자","통가","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","1","1",
"경기도","여자","수리남","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","바베이도스","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"경기도","여자","나우루","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","지부티","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","앤티카바부다","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","0",
"경기도","여자","안도라","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","","0",
"경기도","여자","세인트루시아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","세이셸","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","가이아나","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"경기도","여자","교황청","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"경기도","여자","영국외지시민","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"경기도","여자","영국속령지시민","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","","",
"경기도","여자","홍콩거주난민","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","",
"경기도","여자","투발루","지역, 국적 및 성별 등록외국인 현황[명]","명","","","0","",
"경기도","여자","사모아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","",
"경기도","여자","마샬군도","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"경기도","여자","세인트빈센트그레나딘","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","",
"경기도","여자","기타","지역, 국적 및 성별 등록외국인 현황[명]","명","","","22","",
"강원도","계","계","지역, 국적 및 성별 등록외국인 현황[명]","명","20472","17384","17332","19069",
"강원도","계","한국계중국인","지역, 국적 및 성별 등록외국인 현황[명]","명","1112","1179","1224","1337",
"강원도","계","중국","지역, 국적 및 성별 등록외국인 현황[명]","명","2181","2053","2201","2768",
"강원도","계","베트남","지역, 국적 및 성별 등록외국인 현황[명]","명","5438","4682","4591","4947",
"강원도","계","우즈베키스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","1011","944","723","744",
"강원도","계","필리핀","지역, 국적 및 성별 등록외국인 현황[명]","명","935","703","744","818",
"강원도","계","캄보디아","지역, 국적 및 성별 등록외국인 현황[명]","명","915","795","835","961",
"강원도","계","네팔","지역, 국적 및 성별 등록외국인 현황[명]","명","1863","1237","1289","1361",
"강원도","계","인도네시아","지역, 국적 및 성별 등록외국인 현황[명]","명","959","663","682","753",
"강원도","계","타이(태국)","지역, 국적 및 성별 등록외국인 현황[명]","명","1014","815","709","694",
"강원도","계","미얀마","지역, 국적 및 성별 등록외국인 현황[명]","명","317","258","406","438",
"강원도","계","미국","지역, 국적 및 성별 등록외국인 현황[명]","명","409","378","359","405",
"강원도","계","몽골","지역, 국적 및 성별 등록외국인 현황[명]","명","597","535","539","584",
"강원도","계","일본","지역, 국적 및 성별 등록외국인 현황[명]","명","572","565","534","570",
"강원도","계","스리랑카","지역, 국적 및 성별 등록외국인 현황[명]","명","199","175","218","241",
"강원도","계","타이완(대만)","지역, 국적 및 성별 등록외국인 현황[명]","명","342","349","377","412",
"강원도","계","카자흐스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","219","164","162","192",
"강원도","계","방글라데시","지역, 국적 및 성별 등록외국인 현황[명]","명","282","235","213","251",
"강원도","계","러시아(연방)","지역, 국적 및 성별 등록외국인 현황[명]","명","429","342","380","371",
"강원도","계","파키스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","92","79","95","91",
"강원도","계","인도","지역, 국적 및 성별 등록외국인 현황[명]","명","217","195","163","165",
"강원도","계","키르기즈","지역, 국적 및 성별 등록외국인 현황[명]","명","116","95","85","96",
"강원도","계","영국","지역, 국적 및 성별 등록외국인 현황[명]","명","92","90","68","70",
"강원도","계","캐나다","지역, 국적 및 성별 등록외국인 현황[명]","명","77","75","76","81",
"강원도","계","말레이시아","지역, 국적 및 성별 등록외국인 현황[명]","명","33","24","22","13",
"강원도","계","프랑스","지역, 국적 및 성별 등록외국인 현황[명]","명","26","12","13","16",
"강원도","계","우크라이나","지역, 국적 및 성별 등록외국인 현황[명]","명","9","8","16","29",
"강원도","계","이집트","지역, 국적 및 성별 등록외국인 현황[명]","명","14","17","14","22",
"강원도","계","남아프리카공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","119","106","103","112",
"강원도","계","나이지리아","지역, 국적 및 성별 등록외국인 현황[명]","명","33","26","10","18",
"강원도","계","독일","지역, 국적 및 성별 등록외국인 현황[명]","명","41","26","22","29",
"강원도","계","티모르민주공화국(동티모르)","지역, 국적 및 성별 등록외국인 현황[명]","명","15","5","3","6",
"강원도","계","홍콩","지역, 국적 및 성별 등록외국인 현황[명]","명","10","8","7","8",
"강원도","계","오스트레일리아","지역, 국적 및 성별 등록외국인 현황[명]","명","29","28","26","22",
"강원도","계","시리아","지역, 국적 및 성별 등록외국인 현황[명]","명","44","34","37","46",
"강원도","계","튀르키예","지역, 국적 및 성별 등록외국인 현황[명]","명","41","33","28","26",
"강원도","계","한국계러시아인","지역, 국적 및 성별 등록외국인 현황[명]","명","9","10","7","8",
"강원도","계","가나","지역, 국적 및 성별 등록외국인 현황[명]","명","33","17","14","16",
"강원도","계","모로코","지역, 국적 및 성별 등록외국인 현황[명]","명","23","18","18","14",
"강원도","계","이란","지역, 국적 및 성별 등록외국인 현황[명]","명","15","17","15","13",
"강원도","계","예멘공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","9","8","2","3",
"강원도","계","라오스","지역, 국적 및 성별 등록외국인 현황[명]","명","77","33","27","25",
"강원도","계","사우디아라비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","1","10",
"강원도","계","에티오피아","지역, 국적 및 성별 등록외국인 현황[명]","명","28","16","23","24",
"강원도","계","이탈리아","지역, 국적 및 성별 등록외국인 현황[명]","명","12","11","7","4",
"강원도","계","카메룬","지역, 국적 및 성별 등록외국인 현황[명]","명","24","24","17","24",
"강원도","계","브라질","지역, 국적 및 성별 등록외국인 현황[명]","명","19","7","5","3",
"강원도","계","뉴질랜드","지역, 국적 및 성별 등록외국인 현황[명]","명","11","9","8","12",
"강원도","계","스페인","지역, 국적 및 성별 등록외국인 현황[명]","명","7","6","4","2",
"강원도","계","싱가포르","지역, 국적 및 성별 등록외국인 현황[명]","명","7","5","2","3",
"강원도","계","네덜란드","지역, 국적 및 성별 등록외국인 현황[명]","명","11","6","3","8",
"강원도","계","아일랜드","지역, 국적 및 성별 등록외국인 현황[명]","명","9","10","11","15",
"강원도","계","멕시코","지역, 국적 및 성별 등록외국인 현황[명]","명","20","14","5","3",
"강원도","계","아랍에미리트연합","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","라이베리아","지역, 국적 및 성별 등록외국인 현황[명]","명","7","7","3","4",
"강원도","계","타지키스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","29","12","9","12",
"강원도","계","우간다","지역, 국적 및 성별 등록외국인 현황[명]","명","27","21","17","19",
"강원도","계","스웨덴","지역, 국적 및 성별 등록외국인 현황[명]","명","4","1","0","0",
"강원도","계","알제리","지역, 국적 및 성별 등록외국인 현황[명]","명","6","3","6","6",
"강원도","계","콜롬비아","지역, 국적 및 성별 등록외국인 현황[명]","명","12","8","5","3",
"강원도","계","리비아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","케냐","지역, 국적 및 성별 등록외국인 현황[명]","명","16","9","11","9",
"강원도","계","폴란드","지역, 국적 및 성별 등록외국인 현황[명]","명","4","5","4","7",
"강원도","계","세네갈","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","2","3",
"강원도","계","페루","지역, 국적 및 성별 등록외국인 현황[명]","명","7","9","4","5",
"강원도","계","아프가니스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","11","5","4","6",
"강원도","계","벨기에","지역, 국적 및 성별 등록외국인 현황[명]","명","7","3","1","3",
"강원도","계","이라크","지역, 국적 및 성별 등록외국인 현황[명]","명","7","6","7","7",
"강원도","계","요르단","지역, 국적 및 성별 등록외국인 현황[명]","명","5","1","1","1",
"강원도","계","투르크메니스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","3","3","1","1",
"강원도","계","튀니지","지역, 국적 및 성별 등록외국인 현황[명]","명","4","2","4","5",
"강원도","계","노르웨이","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","1","2",
"강원도","계","기니","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","1","1",
"강원도","계","수단","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","1","0",
"강원도","계","탄자니아","지역, 국적 및 성별 등록외국인 현황[명]","명","31","16","9","6",
"강원도","계","르완다","지역, 국적 및 성별 등록외국인 현황[명]","명","27","24","16","13",
"강원도","계","스위스","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","3","2",
"강원도","계","에콰도르","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","2","4",
"강원도","계","덴마크","지역, 국적 및 성별 등록외국인 현황[명]","명","5","0","1","1",
"강원도","계","벨로루시","지역, 국적 및 성별 등록외국인 현황[명]","명","7","7","3","7",
"강원도","계","콩고민주공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","7","6","5","6",
"강원도","계","말리","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","2","0",
"강원도","계","그리스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","오스트리아","지역, 국적 및 성별 등록외국인 현황[명]","명","5","4","4","2",
"강원도","계","아제르바이잔","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","0","4",
"강원도","계","루마니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","3","1","0",
"강원도","계","핀란드","지역, 국적 및 성별 등록외국인 현황[명]","명","9","6","1","0",
"강원도","계","칠레","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","1","1",
"강원도","계","헝가리","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","2","3",
"강원도","계","코트디부아르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","베네수엘라","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","1","1",
"강원도","계","포르투갈","지역, 국적 및 성별 등록외국인 현황[명]","명","3","3","2","1",
"강원도","계","앙골라","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","2",
"강원도","계","이스라엘","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","감비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","1","0",
"강원도","계","체코","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","1",
"강원도","계","불가리아","지역, 국적 및 성별 등록외국인 현황[명]","명","2","3","1","0",
"강원도","계","아르헨티나","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","1","0",
"강원도","계","무국적","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","1",
"강원도","계","마카오","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","1",
"강원도","계","부룬디","지역, 국적 및 성별 등록외국인 현황[명]","명","18","12","11","5",
"강원도","계","짐바브웨","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","3","3",
"강원도","계","잠비아","지역, 국적 및 성별 등록외국인 현황[명]","명","4","3","3","1",
"강원도","계","리투아니아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","0",
"강원도","계","파라과이","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","1","0",
"강원도","계","과테말라","지역, 국적 및 성별 등록외국인 현황[명]","명","4","3","3","1",
"강원도","계","쿠웨이트","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","피지","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"강원도","계","볼리비아","지역, 국적 및 성별 등록외국인 현황[명]","명","2","0","0","1",
"강원도","계","크로아티아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","도미니카공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","3","3","1","0",
"강원도","계","가봉","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","아르메니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","2","1",
"강원도","계","시에라리온","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","브루나이","지역, 국적 및 성별 등록외국인 현황[명]","명","6","0","1","1",
"강원도","계","엘살바도르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","파나마","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","0",
"강원도","계","모잠비크","지역, 국적 및 성별 등록외국인 현황[명]","명","3","1","0","1",
"강원도","계","조지아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","팔레스타인","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","코스타리카","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","슬로바크","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","미등록국가","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","0",
"강원도","계","세르비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","2","0","0",
"강원도","계","토고","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","부르키나파소","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","온두라스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","0",
"강원도","계","자메이카","지역, 국적 및 성별 등록외국인 현황[명]","명","5","5","5","5",
"강원도","계","영국외지민","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","라트비아","지역, 국적 및 성별 등록외국인 현황[명]","명","4","2","1","1",
"강원도","계","몰도바","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","쿠바","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"강원도","계","슬로베니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","레바논","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","에스토니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","카타르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","아이티","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","마다가스카르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","부탄","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","베냉","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","2","1",
"강원도","계","니카라과","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"강원도","계","오만","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","우루과이","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","콩고","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","국제연합","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","0",
"강원도","계","말라위","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","알바니아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"강원도","계","보츠와나","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","모리셔스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","트리니다드토바고","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","키리바시","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","0","0",
"강원도","계","바레인","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","0",
"강원도","계","기니비사우","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","소말리아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","키프로스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","0",
"강원도","계","룩셈부르크","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","남수단공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","17","12","11","5",
"강원도","계","차드","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","에스와티니","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","에리트레아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","아이슬란드","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","보스니아-헤르체고비나","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","3",
"강원도","계","세인트크리스토퍼네비스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","모리타니","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"강원도","계","솔로몬군도","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"강원도","계","북마케도니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","중앙아프리카공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","몰타","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","적도기니","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","바하마","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","몬테네그로","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"강원도","계","코소보","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","바누아투","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","레소토","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","니제르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","몰디브","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","팔라우","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","파푸아뉴기니","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","코모로","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","벨리즈","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","도미니카연방","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","나미비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","그레나다","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","0",
"강원도","계","통가","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","0","0",
"강원도","계","수리남","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","바베이도스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","나우루","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","지부티","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","앤티카바부다","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","0",
"강원도","계","안도라","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","","0",
"강원도","계","세인트루시아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","세이셸","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","가이아나","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"강원도","계","교황청","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"강원도","계","영국외지시민","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"강원도","계","영국속령지시민","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","","",
"강원도","계","홍콩거주난민","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","",
"강원도","계","투발루","지역, 국적 및 성별 등록외국인 현황[명]","명","","","0","",
"강원도","계","사모아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","",
"강원도","계","마샬군도","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"강원도","계","세인트빈센트그레나딘","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","",
"강원도","계","기타","지역, 국적 및 성별 등록외국인 현황[명]","명","","","0","",
"강원도","남자","계","지역, 국적 및 성별 등록외국인 현황[명]","명","11478","9411","9444","10384",
"강원도","남자","한국계중국인","지역, 국적 및 성별 등록외국인 현황[명]","명","524","580","607","672",
"강원도","남자","중국","지역, 국적 및 성별 등록외국인 현황[명]","명","906","856","934","1172",
"강원도","남자","베트남","지역, 국적 및 성별 등록외국인 현황[명]","명","2917","2339","2222","2382",
"강원도","남자","우즈베키스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","791","749","532","546",
